alpha,mass_up_quark,mass_down_quark,fitness
0.007285,3.6353782340520175e-30,8.269535455318498e-30,0.999981
0.007306,3.1817777927154774e-30,8.664376080705636e-30,0.999991
0.007275,3.433392230671854e-30,8.425379067415654e-30,0.999937
0.007302,3.856716697922904e-30,9.400921892411994e-30,0.999998
0.007328,3.65580270644346e-30,8.731138702353534e-30,0.999884
0.007318,4.089923834014882e-30,9.300033192650782e-30,0.999946
0.007283,4.013220889276995e-30,7.143348634172159e-30,0.999975
0.007284,4.271403181874337e-30,8.309519912485753e-30,0.999978
0.007304,3.635477203016626e-30,8.757107152952405e-30,0.999995
0.007304,2.8185048729163078e-30,9.5811989698726e-30,0.999994
0.007318,3.651049109397061e-30,8.425407798913519e-30,0.999948
0.007290,4.141819431736524e-30,7.945007916767415e-30,0.999994
0.007291,3.537819116327901e-30,7.718877938672219e-30,0.999995
0.007335,4.065329179912957e-30,9.361864917257342e-30,0.999822
0.007283,4.088204826797714e-30,7.454299865545081e-30,0.999975
0.007319,3.777445477692845e-30,8.176766051608136e-30,0.999942
0.007282,4.399788867699012e-30,9.171474868086054e-30,0.999969
0.007271,4.005092736489702e-30,8.097180842195396e-30,0.999910
0.007288,4.059902926349959e-30,9.01736364002508e-30,0.999990
0.007281,3.824753553651988e-30,9.40097126976937e-30,0.999967
0.007293,4.080770223237538e-30,8.097150201566171e-30,0.999997
0.007308,3.967027242027146e-30,7.644417405806542e-30,0.999985
0.007273,4.316995250049189e-30,8.81234923786203e-30,0.999926
0.007277,4.800874160544045e-30,8.22843768549755e-30,0.999947
0.007302,4.18155234983263e-30,9.029717526927808e-30,0.999998
0.007306,4.354523085787596e-30,7.784921190017205e-30,0.999991
0.007327,3.80991901566193e-30,1.013824257551908e-29,0.999892
0.007272,4.4830527937222186e-30,8.722963438224657e-30,0.999918
0.007314,4.344267529048837e-30,7.23405427259019e-30,0.999965
0.007298,3.716706071820573e-30,8.651009187213606e-30,1.000000
0.007285,4.0672423456227485e-30,9.03825889486314e-30,0.999982
0.007287,4.1001736953417956e-30,9.401157378427853e-30,0.999988
0.007291,3.565771024673393e-30,7.561320218965239e-30,0.999995
0.007284,3.4605159243261096e-30,9.528217448084844e-30,0.999977
0.007287,4.018347860127794e-30,8.787395360302532e-30,0.999986
0.007297,4.45131217146161e-30,8.360600962329722e-30,1.000000
0.007296,3.985094216911463e-30,7.334969547592347e-30,1.000000
0.007301,3.607846649115377e-30,8.500730707959942e-30,0.999998
0.007284,3.5036701068762054e-30,9.045688014996839e-30,0.999977
0.007313,3.8417253991026675e-30,8.030360600994002e-30,0.999970
0.007297,4.180359112003909e-30,7.95639255387966e-30,1.000000
0.007294,4.318396247511533e-30,7.746086921786669e-30,0.999999
0.007288,3.749752285657262e-30,8.303826490211807e-30,0.999989
0.007297,4.298137869728934e-30,8.421419281588362e-30,1.000000
0.007317,3.857635975716008e-30,9.635607957121648e-30,0.999950
0.007291,4.142461392851648e-30,9.3186513914076e-30,0.999995
0.007280,3.622457159335566e-30,8.940909414164178e-30,0.999964
0.007322,3.76365596438548e-30,7.725028172560831e-30,0.999926
0.007285,3.9283403957878716e-30,9.064172758121475e-30,0.999980
0.007298,3.38816124220783e-30,8.455308355198017e-30,1.000000
0.007280,4.4204444854278535e-30,9.016253857506107e-30,0.999961
0.007324,3.948248001025669e-30,6.547252952070214e-30,0.999908
0.007307,4.7701707504503604e-30,8.18783972474367e-30,0.999988
0.007336,3.325102704845221e-30,8.646246481907756e-30,0.999816
0.007307,3.8605124010176596e-30,8.91951213076396e-30,0.999988
0.007316,3.34024990403729e-30,8.693788383352699e-30,0.999954
0.007268,3.587979043959189e-30,8.046313286907401e-30,0.999891
0.007320,4.320647233391357e-30,8.220371336325001e-30,0.999933
0.007277,4.074983323689633e-30,7.121631133217932e-30,0.999946
0.007285,3.749794651312881e-30,7.879552596750499e-30,0.999982
0.007313,3.878976547541257e-30,7.953390838558296e-30,0.999968
0.007275,3.471673608785788e-30,8.467055144575808e-30,0.999935
0.007271,3.7391380482223954e-30,7.405107979156639e-30,0.999914
0.007316,4.4178350225913994e-30,7.855021192556266e-30,0.999958
0.007299,3.871296017483162e-30,7.970518493760018e-30,1.000000
0.007306,3.82838646196983e-30,7.981378237231932e-30,0.999990
0.007273,3.814739769397764e-30,7.50582730749875e-30,0.999926
0.007285,4.732873550158301e-30,8.68362243436696e-30,0.999980
0.007308,3.730036071784029e-30,9.716740286074752e-30,0.999986
0.007294,3.644145434386991e-30,8.39855531163286e-30,0.999998
0.007305,3.8376472827842786e-30,7.74077198696378e-30,0.999992
0.007294,3.967322666327336e-30,9.272680522501514e-30,0.999998
0.007301,3.6625544961625424e-30,7.956222402016867e-30,0.999998
0.007290,3.5426906409662574e-30,9.196215700197098e-30,0.999993
0.007298,3.557482080426891e-30,8.66237266267587e-30,1.000000
0.007295,3.8531370817431084e-30,7.757039238280703e-30,1.000000
0.007312,3.8964547091433855e-30,8.641820613530767e-30,0.999973
0.007278,4.458562035643804e-30,7.263614703511835e-30,0.999952
0.007318,3.6591663043746365e-30,6.5564646555799e-30,0.999946
0.007294,4.267410869628389e-30,7.684608866865062e-30,0.999998
0.007304,4.1236439367251174e-30,9.71726522183762e-30,0.999994
0.007298,4.018108237458823e-30,1.0424664318682982e-29,1.000000
0.007298,3.7286472300615166e-30,8.864646454731861e-30,1.000000
0.007291,3.62211350509966e-30,8.516543012143866e-30,0.999995
0.007297,4.034272499193999e-30,8.168662816698076e-30,1.000000
0.007302,4.253011584649529e-30,6.647779163265244e-30,0.999997
0.007302,4.266570514613728e-30,8.83976016544644e-30,0.999998
0.007291,3.9288708886744725e-30,9.277239455666513e-30,0.999995
0.007311,4.0181512906949296e-30,8.131168995421638e-30,0.999978
0.007314,3.630044737732761e-30,7.507212604554576e-30,0.999966
0.007286,4.165463990563368e-30,8.687263897616311e-30,0.999983
0.007296,3.0943423291186296e-30,9.35426666199649e-30,1.000000
0.007277,3.4554153389717055e-30,8.922214799380924e-30,0.999950
0.007277,4.085670054221286e-30,8.147344721215634e-30,0.999950
0.007306,4.33480651569939e-30,9.3249863115477e-30,0.999991
0.007289,4.423444499517484e-30,7.372414628943595e-30,0.999991
0.007328,3.783618857388887e-30,7.573482723292239e-30,0.999885
0.007311,3.748119117609473e-30,1.0066440124040207e-29,0.999977
0.007296,3.272317968255943e-30,8.096500030868231e-30,1.000000
0.007286,4.1006011345660835e-30,9.132353602035303e-30,0.999983
0.007303,4.0830627036643914e-30,9.747632634032235e-30,0.999995
0.007333,4.3824815018985996e-30,8.642433793759143e-30,0.999838
0.007296,3.45503550910994e-30,8.515958120887377e-30,1.000000
0.007299,3.8484199852097325e-30,8.944866148972336e-30,1.000000
0.007324,4.076272330899762e-30,7.501423314614491e-30,0.999912
0.007247,4.219629894473487e-30,8.68753693083502e-30,0.999689
0.007261,4.184593083827815e-30,9.192565362970759e-30,0.999837
0.007280,3.669699409151326e-30,6.401789222417822e-30,0.999963
0.007283,4.303417379392561e-30,9.583845823437246e-30,0.999975
0.007279,3.4684888360607495e-30,9.913771131479364e-30,0.999959
0.007279,3.675148688547506e-30,8.089510369825659e-30,0.999957
0.007304,3.528189833949578e-30,7.10644451426131e-30,0.999995
0.007283,4.08552849439713e-30,7.128939016878599e-30,0.999976
0.007298,4.063535637253345e-30,8.840989251555916e-30,1.000000
0.007278,3.435373222773649e-30,1.0195631959824655e-29,0.999954
0.007296,2.9927417970914416e-30,8.97921971459853e-30,1.000000
0.007287,4.05935520640282e-30,8.241625301068155e-30,0.999986
0.007293,4.6337750930850745e-30,7.225539804591634e-30,0.999997
0.007294,4.386427987000106e-30,6.373996524945984e-30,0.999998
0.007295,3.628743208829183e-30,8.794394034335299e-30,0.999999
0.007271,3.757506550820754e-30,8.988954001875804e-30,0.999915
0.007294,3.685176712378105e-30,9.05225089842014e-30,0.999999
0.007280,3.279174696223737e-30,7.480394452289893e-30,0.999964
0.007292,3.6649835786601886e-30,8.637333334547166e-30,0.999996
0.007279,3.179874868143497e-30,9.914272424627216e-30,0.999958
0.007304,3.648761098534758e-30,8.912583108988327e-30,0.999995
0.007309,3.979937233701459e-30,8.082625572425817e-30,0.999984
0.007321,3.1886067452852525e-30,8.76199934074962e-30,0.999927
0.007268,2.9763918052613083e-30,8.916760880107945e-30,0.999892
0.007311,4.598068063946723e-30,8.694663535909609e-30,0.999976
0.007321,3.8752072737999804e-30,8.3401222012141e-30,0.999932
0.007315,4.244415119906299e-30,1.0042052619394478e-29,0.999960
0.007308,3.23293045113609e-30,7.949878941013867e-30,0.999986
0.007264,3.6622299704018555e-30,8.251131675733718e-30,0.999865
0.007309,3.8759796146518476e-30,9.117855956438909e-30,0.999983
0.007312,3.498310596316167e-30,7.267796036509004e-30,0.999975
0.007302,3.945577904381373e-30,8.381851865898187e-30,0.999997
0.007293,4.12811403870395e-30,9.921389692649394e-30,0.999998
0.007259,3.731729625325165e-30,8.908224043655473e-30,0.999820
0.007290,3.3665061882582906e-30,7.926596632446872e-30,0.999993
0.007315,4.3676008001941986e-30,7.612064394600721e-30,0.999961
0.007284,4.472301100462404e-30,9.336072519990404e-30,0.999977
0.007308,3.0325587270290476e-30,8.660058803128207e-30,0.999986
0.007284,4.328368937399801e-30,9.569099948835325e-30,0.999978
0.007269,2.935123248490049e-30,8.814889745208644e-30,0.999897
0.007304,3.88955011476804e-30,7.465049324035823e-30,0.999994
0.007307,4.3594874743976295e-30,8.031832066926196e-30,0.999988
0.007293,3.985953072127554e-30,8.20729106014274e-30,0.999997
0.007281,3.960775126845352e-30,9.357244261256413e-30,0.999965
0.007292,4.4030351403172645e-30,8.44479898233977e-30,0.999997
0.007312,3.724381695139445e-30,9.12272058670712e-30,0.999973
0.007279,3.6048707701919975e-30,8.448450071420704e-30,0.999956
0.007309,4.576209430213484e-30,8.618889036146442e-30,0.999982
0.007283,4.319683255835619e-30,8.159340674329147e-30,0.999975
0.007275,3.971459287820788e-30,9.48629175525265e-30,0.999936
0.007289,3.955511769525869e-30,9.253683982822738e-30,0.999992
0.007315,3.830553311268971e-30,7.627425595420788e-30,0.999959
0.007311,4.6828099863297674e-30,7.728116003077088e-30,0.999976
0.007320,3.9412634997671064e-30,7.605279085110623e-30,0.999937
0.007314,4.0472978983474804e-30,8.45927006066838e-30,0.999966
0.007284,4.53821853555358e-30,6.961139990965975e-30,0.999978
0.007309,4.132029240716555e-30,7.921387601225788e-30,0.999982
0.007300,4.216936557930122e-30,6.695890976059756e-30,0.999999
0.007278,3.9617505699754805e-30,8.253607171323882e-30,0.999955
0.007318,4.0378472739579934e-30,8.117455089141937e-30,0.999946
0.007285,4.455678103786867e-30,8.27393468979595e-30,0.999981
0.007331,3.842949353296077e-30,9.699857770643443e-30,0.999856
0.007311,4.481514196039398e-30,7.335722597346063e-30,0.999978
0.007291,3.4728592112517865e-30,7.334326637925445e-30,0.999995
0.007315,3.545062915797678e-30,6.971895209373759e-30,0.999961
0.007305,3.410794993263487e-30,8.115856996618914e-30,0.999993
0.007288,3.988645144107267e-30,8.352026042025239e-30,0.999990
0.007287,3.8377926873528126e-30,7.711852744958276e-30,0.999987
0.007284,4.14277978327374e-30,9.138170316169607e-30,0.999978
0.007301,3.792561698364658e-30,8.480928100518601e-30,0.999998
0.007281,3.834281271040201e-30,8.061102622309764e-30,0.999967
0.007269,3.318884195722649e-30,8.02094835169336e-30,0.999898
0.007301,3.55575028138317e-30,8.158902820899201e-30,0.999998
0.007303,3.6812532198928074e-30,8.723730779706766e-30,0.999996
0.007315,3.742033513775577e-30,8.954378116745323e-30,0.999960
0.007275,4.0835806569046944e-30,7.816127520877469e-30,0.999937
0.007317,4.125683491962272e-30,8.383795784920716e-30,0.999954
0.007293,3.4327342720059745e-30,8.037031415539772e-30,0.999998
0.007282,3.764065905276143e-30,8.624171689247223e-30,0.999969
0.007314,3.569467713474591e-30,8.460672136765437e-30,0.999967
0.007303,3.907454405061233e-30,7.968520383940625e-30,0.999996
0.007306,3.1652368755246764e-30,7.297267679769832e-30,0.999991
0.007250,3.850585714440826e-30,1.0623219062251332e-29,0.999719
0.007307,4.662435122542441e-30,8.387117840174216e-30,0.999987
0.007315,3.4377556259808325e-30,9.179715743743228e-30,0.999959
0.007276,3.28345362282141e-30,7.969256176472568e-30,0.999945
0.007310,3.90886461054941e-30,7.545184333669847e-30,0.999979
0.007283,3.6687675803299006e-30,7.728980514259493e-30,0.999975
0.007292,3.923615943454867e-30,6.42339902301551e-30,0.999997
0.007312,3.875125165425262e-30,9.970344937869642e-30,0.999975
0.007301,3.6693038357723186e-30,7.640804789581381e-30,0.999998
0.007297,3.6768382155589345e-30,8.620864395594301e-30,1.000000
0.007316,4.082156994261074e-30,7.029152187203599e-30,0.999957
0.007280,3.5012235463267834e-30,9.530989831444971e-30,0.999963
0.007335,3.234725847008538e-30,9.306897672739299e-30,0.999818
0.007290,3.541625811546302e-30,8.263171279515063e-30,0.999993
0.007291,4.0449032355944574e-30,8.826956847560924e-30,0.999995
0.007287,4.534885316859977e-30,9.724340287860976e-30,0.999986
0.007307,4.079050007376959e-30,7.460544227011755e-30,0.999988
0.007316,4.59022613006929e-30,8.514219778408114e-30,0.999957
0.007278,3.895070016751742e-30,8.815266108595314e-30,0.999954
0.007282,3.662694391096764e-30,6.593814527441615e-30,0.999972
0.007308,4.029907444371161e-30,8.961240921441193e-30,0.999985
0.007297,4.0014015064494244e-30,1.0278104729522426e-29,1.000000
0.007298,4.2370525470010505e-30,1.1505901581336165e-29,1.000000
0.007305,3.956567765106345e-30,7.900118784302588e-30,0.999993
0.007301,4.133960914013515e-30,9.071364307481259e-30,0.999998
0.007295,4.699582908477337e-30,8.796817056643928e-30,0.999999
0.007292,4.99238861911038e-30,1.032207814817214e-29,0.999996
0.007284,4.300098203964183e-30,8.721127755553091e-30,0.999978
0.007304,3.892766811075023e-30,9.894180538813264e-30,0.999995
0.007324,3.6592071893880656e-30,6.659524227690682e-30,0.999913
0.007263,4.4814662854830706e-30,8.851802012268324e-30,0.999851
0.007299,4.3422135952533216e-30,8.777410521273523e-30,1.000000
0.007301,3.2641150057377285e-30,7.932854576654425e-30,0.999999
0.007294,3.468782525288006e-30,9.180348252158333e-30,0.999999
0.007278,3.795362566448155e-30,7.380328643008656e-30,0.999955
0.007301,3.3315650155615104e-30,9.374019668755224e-30,0.999998
0.007302,4.274006513229751e-30,7.141932762017853e-30,0.999997
0.007284,3.863919977695484e-30,9.933855655395487e-30,0.999977
0.007297,4.2296107881500266e-30,9.92815863594875e-30,1.000000
0.007245,3.737341786292243e-30,8.262614476455913e-30,0.999662
0.007317,3.942577966247662e-30,8.967304598467841e-30,0.999953
0.007279,3.8805556427174054e-30,9.793513802465586e-30,0.999959
0.007305,3.8743679552167044e-30,9.745244156970622e-30,0.999992
0.007284,4.113953873926894e-30,8.507469293605786e-30,0.999977
0.007304,3.8638982631397626e-30,9.0842909366333e-30,0.999995
0.007316,4.5566026387449624e-30,7.70318301429991e-30,0.999957
0.007298,4.2687031127727435e-30,8.116177037346369e-30,1.000000
0.007274,4.2627523986907465e-30,7.824237052116115e-30,0.999931
0.007266,3.417140759600917e-30,8.724711675419757e-30,0.999880
0.007294,3.56079623341926e-30,9.027668790305375e-30,0.999999
0.007273,3.348514194645607e-30,7.822298144606974e-30,0.999928
0.007307,4.0579477503299775e-30,9.626965676828126e-30,0.999987
0.007287,3.722062437701756e-30,8.267132243070873e-30,0.999986
0.007276,3.403515229420279e-30,1.0350262849453013e-29,0.999945
0.007316,4.0541313781310896e-30,8.802484917628946e-30,0.999956
0.007316,3.571266030163359e-30,9.248308351538081e-30,0.999956
0.007304,3.8894178199628744e-30,7.564236035567605e-30,0.999994
0.007292,4.228654135262012e-30,9.079560051947507e-30,0.999996
0.007288,3.4984908628516036e-30,8.216817074270347e-30,0.999990
0.007281,4.3179882622647496e-30,8.991931665230663e-30,0.999967
0.007280,4.1044543241177824e-30,9.384485745681295e-30,0.999964
0.007306,3.584704447359491e-30,1.035948711170353e-29,0.999991
0.007321,4.156990322775553e-30,1.1031967256675194e-29,0.999932
0.007309,3.950255432698952e-30,8.458491663137874e-30,0.999982
0.007329,4.0111973518532946e-30,8.420566547735452e-30,0.999879
0.007288,3.864734381661769e-30,6.601644431140535e-30,0.999989
0.007294,3.4973424807771436e-30,8.814497355604331e-30,0.999998
0.007294,3.999491952704308e-30,8.553486371451131e-30,0.999998
0.007287,3.6283401269269864e-30,8.313942315427433e-30,0.999987
0.007300,4.6428150185158876e-30,8.073278460361582e-30,0.999999
0.007283,4.018037815516825e-30,9.318242273726615e-30,0.999976
0.007325,3.2110781154318235e-30,9.354545700470407e-30,0.999902
0.007308,3.615830205577266e-30,7.498133643510521e-30,0.999986
0.007293,4.209337927088133e-30,9.53595511103919e-30,0.999997
0.007271,4.0318585916600015e-30,7.52879470146474e-30,0.999913
0.007298,4.211753875872416e-30,6.964146006959664e-30,1.000000
0.007268,3.366706625787511e-30,8.705525296867284e-30,0.999890
0.007302,3.669422451698398e-30,7.88522265321547e-30,0.999997
0.007286,3.730162315977177e-30,8.93084344849181e-30,0.999985
0.007283,3.45799525023863e-30,8.554138659915366e-30,0.999976
0.007307,3.1463006129181798e-30,6.83930827295216e-30,0.999989
0.007281,4.4215877089719956e-30,7.898413664246397e-30,0.999968
0.007314,4.0555245933329086e-30,9.47523885649814e-30,0.999966
0.007282,3.822516443596389e-30,9.767630644245001e-30,0.999972
0.007274,3.99763245375905e-30,8.995815015943438e-30,0.999933
0.007314,4.138752095434055e-30,8.780711864656306e-30,0.999965
0.007312,3.78023086573502e-30,8.5424682110369e-30,0.999973
0.007294,3.883552344158756e-30,8.057911554785408e-30,0.999999
0.007295,4.213002779017548e-30,8.768997508936603e-30,1.000000
0.007324,3.887682954637477e-30,9.28310752683595e-30,0.999911
0.007302,3.725936069057903e-30,9.490616525421189e-30,0.999998
0.007298,4.358145491947227e-30,8.95623403307909e-30,1.000000
0.007268,3.947369947879603e-30,8.439623875555016e-30,0.999891
0.007286,4.015632495835828e-30,8.438584975449797e-30,0.999984
0.007306,3.2133548888830954e-30,9.3421889785405e-30,0.999990
0.007311,3.683110566364488e-30,8.786347186094732e-30,0.999975
0.007321,4.4904680706634905e-30,8.935472199668305e-30,0.999933
0.007305,4.5678233705860636e-30,8.547223964371134e-30,0.999993
0.007290,3.342003473524761e-30,8.070763074455584e-30,0.999992
0.007304,3.125135257963947e-30,8.172563744151544e-30,0.999995
0.007315,3.980816904564294e-30,9.466406143578219e-30,0.999962
0.007303,4.3438384445426844e-30,9.143206978863926e-30,0.999996
0.007295,3.353476325993381e-30,8.691444887867959e-30,0.999999
0.007292,3.692806745231268e-30,8.252466036517217e-30,0.999996
0.007295,3.850667069899204e-30,8.414139412159305e-30,0.999999
0.007306,3.267661949616844e-30,8.255042751192697e-30,0.999990
0.007297,3.819564824747304e-30,9.971437091533376e-30,1.000000
0.007296,3.458344877731614e-30,8.827610373966111e-30,1.000000
0.007309,3.4353786412398616e-30,9.364992988500078e-30,0.999984
0.007285,4.1085490030265155e-30,7.439134392720768e-30,0.999982
0.007285,3.577269835342561e-30,8.685502156959756e-30,0.999981
0.007303,4.333524742952884e-30,8.169344663245072e-30,0.999996
0.007288,3.7927220526978784e-30,8.571222810167545e-30,0.999988
0.007322,4.1958644605653424e-30,8.227753349316524e-30,0.999921
0.007282,3.798630566909609e-30,9.614474160450309e-30,0.999971
0.007306,3.73097510495226e-30,8.59074981948233e-30,0.999991
0.007313,3.901312153861004e-30,8.29224093402713e-30,0.999969
0.007300,3.4371639928150545e-30,8.459544172279423e-30,0.999999
0.007303,4.0346253525585735e-30,1.0055208714005633e-29,0.999996
0.007295,3.521404237055672e-30,7.945568343181131e-30,1.000000
0.007295,3.8111919751010005e-30,9.531486806605733e-30,0.999999
0.007300,4.050514667625093e-30,9.292163923540967e-30,0.999999
0.007286,3.932511624365825e-30,9.167811699563075e-30,0.999984
0.007274,4.130052831163328e-30,9.838548288557508e-30,0.999931
0.007311,4.422667717985876e-30,8.058410204196405e-30,0.999977
0.007296,3.379631311778446e-30,8.194719261531481e-30,1.000000
0.007297,3.888978860923634e-30,8.61271287100555e-30,1.000000
0.007298,3.203875446998177e-30,9.099552443210697e-30,1.000000
0.007308,3.946515675879944e-30,9.54488387416565e-30,0.999987
0.007294,4.105308015999098e-30,8.55951336643653e-30,0.999998
0.007274,4.630152450420913e-30,8.926939830668335e-30,0.999929
0.007298,3.552829876253677e-30,7.627502113578061e-30,1.000000
0.007306,4.246156219901735e-30,8.244959367461487e-30,0.999992
0.007288,3.740403205678466e-30,9.578753183899829e-30,0.999989
0.007289,4.2334010235959994e-30,9.110962921394119e-30,0.999992
0.007271,3.858327064670967e-30,7.448404696878067e-30,0.999913
0.007313,3.8589333953886484e-30,8.649808674723717e-30,0.999968
0.007304,4.2110739903825556e-30,7.008736411244427e-30,0.999995
0.007296,3.944956120020336e-30,7.287123375595178e-30,1.000000
0.007312,4.3386898506793655e-30,9.259708070532616e-30,0.999974
0.007309,3.723977228058539e-30,8.49030297746719e-30,0.999984
0.007286,4.011019668231489e-30,8.20578827984553e-30,0.999985
0.007291,3.755415534596422e-30,9.194479033616229e-30,0.999995
0.007282,4.6846221484208276e-30,8.908275624819856e-30,0.999970
0.007299,3.0989412858435758e-30,8.371973200783783e-30,1.000000
0.007294,4.040767565180335e-30,9.469359836540846e-30,0.999999
0.007296,3.5896962984938514e-30,7.543952666276089e-30,1.000000
0.007277,3.508052355942997e-30,7.843731690485427e-30,0.999950
0.007281,3.878642384777874e-30,7.797338469749897e-30,0.999969
0.007322,3.698325477852045e-30,8.035727463429556e-30,0.999923
0.007276,4.238856372677418e-30,7.05063767324344e-30,0.999945
0.007328,3.614572598715281e-30,7.413511318684313e-30,0.999880
0.007294,4.112719929698387e-30,7.457939815198217e-30,0.999999
0.007263,3.4684705604521776e-30,9.921819303605601e-30,0.999850
0.007269,3.8535235419889444e-30,6.346804652191261e-30,0.999901
0.007290,4.084799502567373e-30,7.786202086480591e-30,0.999993
0.007291,3.806715788953661e-30,8.614758697153063e-30,0.999996
0.007322,3.7997207331005266e-30,8.729989470660519e-30,0.999926
0.007285,4.764993392531853e-30,8.840832125494641e-30,0.999979
0.007309,4.2023329182644336e-30,9.009664232778267e-30,0.999983
0.007282,3.130773684340824e-30,8.528114215329603e-30,0.999972
0.007305,4.338813098679147e-30,8.129391859398545e-30,0.999992
0.007296,4.100288537143767e-30,8.617325134800612e-30,1.000000
0.007283,4.2517849839964515e-30,8.873802559922727e-30,0.999975
0.007300,4.0237351218787506e-30,7.67795500862841e-30,0.999999
0.007296,4.0127567723686546e-30,7.395451413237356e-30,1.000000
0.007297,3.8694105365968876e-30,8.438320933813427e-30,1.000000
0.007313,3.7551067585614195e-30,7.212245498813465e-30,0.999968
0.007290,3.8670173261654726e-30,7.30699425605717e-30,0.999993
0.007265,4.498366653822487e-30,9.361190611166479e-30,0.999867
0.007290,3.895704854430871e-30,8.973128395464802e-30,0.999994
0.007296,3.644983936728091e-30,9.56770368008637e-30,1.000000
0.007269,3.736565486660561e-30,7.346129674552573e-30,0.999903
0.007292,3.478093816839382e-30,8.924484726610742e-30,0.999996
0.007297,4.29601392724136e-30,8.825178502631072e-30,1.000000
0.007313,3.445920957280709e-30,8.797414190958961e-30,0.999969
0.007290,3.316216531645758e-30,8.810660728697443e-30,0.999993
0.007276,4.09222523435119e-30,8.694346757338143e-30,0.999943
0.007301,3.3718288506904554e-30,9.800073020654265e-30,0.999998
0.007327,3.791079427939078e-30,8.090759062493068e-30,0.999887
0.007294,4.2100395093535545e-30,8.241610803313842e-30,0.999999
0.007327,3.839935107395249e-30,7.846607070136447e-30,0.999894
0.007285,3.8740614976672206e-30,8.717671961085444e-30,0.999979
0.007300,3.613663052895987e-30,8.918505751498958e-30,0.999999
0.007292,4.605328364592555e-30,9.155089316810102e-30,0.999996
0.007290,4.0663525903772204e-30,9.56167824956361e-30,0.999994
0.007301,3.402170873854509e-30,8.517884770987272e-30,0.999998
0.007307,3.900410616105449e-30,6.531683785766295e-30,0.999989
0.007317,3.979260047292181e-30,9.111782818393255e-30,0.999951
0.007291,3.3311089346392565e-30,7.788561296196904e-30,0.999995
0.007291,4.070801144168952e-30,9.27211559352221e-30,0.999995
0.007315,3.972323940423699e-30,8.291691378252705e-30,0.999961
0.007345,3.673364878161069e-30,8.122763442393366e-30,0.999722
0.007330,3.7067647640228195e-30,8.081957173800503e-30,0.999869
0.007275,3.1517059778262637e-30,7.78090089370912e-30,0.999937
0.007295,4.562964386587387e-30,8.904677285541363e-30,0.999999
0.007290,4.024970533633071e-30,6.99471574374238e-30,0.999993
0.007272,3.995556464720988e-30,7.726491344175728e-30,0.999920
0.007325,3.610478759909623e-30,8.878920887071837e-30,0.999904
0.007294,4.25842474701969e-30,9.590629484577365e-30,0.999999
0.007299,3.525499113177534e-30,8.454725996374909e-30,0.999999
0.007300,4.050355155017083e-30,9.623654425164063e-30,0.999999
0.007290,3.9845276351020215e-30,8.92739026106112e-30,0.999993
0.007301,4.27774444399747e-30,8.139237291794325e-30,0.999999
0.007292,4.7948845116161266e-30,8.027724986228165e-30,0.999997
0.007294,4.026992454906936e-30,7.643939035539844e-30,0.999999
0.007289,4.017734408773882e-30,8.958046052020192e-30,0.999991
0.007273,3.9795020021710235e-30,8.328174141937817e-30,0.999925
0.007298,3.6050161449799326e-30,8.655057148259462e-30,1.000000
0.007285,3.520817388994255e-30,9.216861809389818e-30,0.999981
0.007324,3.534554970377404e-30,6.385111133971798e-30,0.999913
0.007298,4.696898574464946e-30,8.132518280854525e-30,1.000000
0.007292,4.303648524805489e-30,7.570817616966024e-30,0.999997
0.007299,3.886364463159125e-30,6.2534140552973636e-30,1.000000
0.007282,3.659137630035015e-30,8.841151588923207e-30,0.999971
0.007301,4.5054283573168086e-30,8.465897917857072e-30,0.999998
0.007264,4.3194158551415984e-30,7.751453109486649e-30,0.999863
0.007290,3.869060243418001e-30,8.500778547759669e-30,0.999994
0.007291,3.1605533159606785e-30,7.534710279950507e-30,0.999995
0.007291,3.767089333435859e-30,1.0171618876674612e-29,0.999995
0.007309,3.0789799829745555e-30,8.276065379540541e-30,0.999983
0.007308,3.3584884569585956e-30,8.88944474855807e-30,0.999986
0.007303,4.149549929570966e-30,9.925834810747293e-30,0.999996
0.007300,4.3010525991863684e-30,9.458784358287478e-30,0.999999
0.007309,3.8398020385362394e-30,9.444345493863652e-30,0.999983
0.007308,4.413196554840555e-30,8.175437190680433e-30,0.999985
0.007307,3.916776957653234e-30,8.109702732998829e-30,0.999988
0.007292,3.7988267515936195e-30,9.030183641255437e-30,0.999996
0.007301,4.3905111223089295e-30,8.660724405453637e-30,0.999998
0.007307,4.0498837505698265e-30,7.71881485132001e-30,0.999989
0.007269,4.213209833194113e-30,6.964587234427439e-30,0.999903
0.007290,4.183446347134768e-30,8.531106823815399e-30,0.999993
0.007302,4.425829348775764e-30,1.020299218807454e-29,0.999998
0.007314,3.887927869756118e-30,7.021262209440951e-30,0.999965
0.007282,3.6131626787975896e-30,7.6057194590476e-30,0.999972
0.007307,3.308662926830529e-30,9.959825860802729e-30,0.999987
0.007294,4.024508749032047e-30,7.849083885357928e-30,0.999998
0.007294,2.9952111361196253e-30,8.674913733231103e-30,0.999999
0.007321,4.5906581783641655e-30,9.125935508667287e-30,0.999928
0.007314,4.154744493554616e-30,6.94033108913862e-30,0.999965
0.007327,3.687371258977438e-30,8.438233625091105e-30,0.999889
0.007311,3.2854267967557284e-30,7.706283795109974e-30,0.999977
0.007281,3.452406366849689e-30,7.847493986039675e-30,0.999966
0.007326,4.239395525023558e-30,7.616196493401474e-30,0.999897
